Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
485,2020-08-01 18:50:15,Electronics,340,3,4834,Cash,64,1.0,Levi Dixon,64,Male,1
22948,2021-12-22 06:23:07,Clothing,457,2,1939,PayPal,41,0.0,David Hogan,41,Male,1
10865,2021-01-03 14:50:18,Home,138,5,2086,Cash,28,,Angela Brown,28,Female,1
42765,2020-10-24 22:35:58,Clothing,259,2,4437,Cash,64,1.0,Gerald Hansen,64,Male,0
33347,2023-03-10 15:02:37,Books,199,1,1682,PayPal,64,,Kevin Lopez,64,Female,1
8578,2023-08-30 15:29:18,Home,456,2,3206,Credit Card,65,0.0,James Barrera,65,Male,0
5063,2022-03-29 23:18:27,Home,122,5,2878,Cash,53,0.0,Kevin Fisher,53,Male,0
39635,2023-02-12 04:18:06,Home,381,3,320,Cash,36,1.0,Scott Chambers,36,Female,0
42904,2020-02-07 14:07:38,Electronics,41,1,2040,Cash,66,0.0,Kara Gutierrez,66,Male,0
37060,2022-01-11 01:25:04,Electronics,443,5,3070,Credit Card,24,1.0,Dana Ortiz,24,Male,0
18914,2021-02-02 04:29:53,Clothing,219,2,4996,PayPal,48,,Lauren Price,48,Male,0
41280,2022-12-08 17:28:31,Books,237,5,1624,Cash,48,1.0,Christopher Powell,48,Male,0
78,2020-04-16 00:04:11,Books,212,5,2002,Cash,51,1.0,William Rodriguez,51,Female,1
7539,2022-08-16 22:08:06,Clothing,433,3,4055,PayPal,50,1.0,Lynn Franco,50,Male,0
36495,2020-05-30 06:27:04,Electronics,226,5,2221,PayPal,56,0.0,Jerry Li,56,Male,0
48673,2021-06-22 06:06:47,Clothing,456,5,3058,Credit Card,68,0.0,Ricardo Oliver,68,Female,0
42901,2020-05-27 08:16:58,Books,139,4,1325,PayPal,43,,Thomas Brown,43,Male,0
39071,2020-01-04 08:54:08,Electronics,441,3,822,Credit Card,46,0.0,Andrea Manning,46,Female,1
1082,2022-09-03 00:39:55,Electronics,76,1,495,PayPal,28,1.0,Jeffrey Nash,28,Male,0
17191,2022-12-31 14:21:54,Electronics,276,2,1863,PayPal,21,0.0,Natalie Cruz,21,Male,0
37596,2021-05-17 19:24:30,Clothing,46,2,2854,PayPal,51,1.0,Kimberly Rose,51,Male,0
24609,2021-07-22 13:04:27,Clothing,477,3,323,Credit Card,42,0.0,John Dunn,42,Female,0
31108,2021-05-31 16:00:06,Clothing,260,3,4740,Credit Card,61,0.0,Mark Garcia,61,Female,0
6425,2021-07-30 00:57:44,Home,11,1,527,PayPal,68,0.0,Monica Stark,68,Female,1
35325,2021-10-18 14:56:53,Home,414,3,3637,PayPal,50,1.0,Wendy Stark,50,Female,0
11296,2021-03-17 21:18:12,Clothing,410,5,5101,Cash,24,1.0,David Brock,24,Female,1
8289,2022-10-07 04:43:33,Electronics,327,4,3660,Credit Card,70,0.0,Shawn Martin,70,Male,0
34801,2023-03-21 23:58:27,Electronics,145,3,1793,Credit Card,22,1.0,David Murray,22,Female,0
18235,2022-06-05 04:15:03,Electronics,314,5,953,Credit Card,70,0.0,Dennis Jackson,70,Male,0
30490,2022-07-27 10:42:45,Electronics,337,5,3486,Cash,46,1.0,Susan Golden,46,Male,1
16058,2020-07-24 14:19:37,Clothing,155,1,2789,PayPal,47,0.0,Jennifer Delgado,47,Female,0
42822,2022-07-12 12:42:33,Clothing,272,2,2151,Cash,62,0.0,Michael Franklin,62,Female,0
5555,2022-09-25 12:11:40,Electronics,326,2,907,PayPal,59,1.0,Tonya Rocha,59,Male,1
40495,2022-04-27 08:42:02,Books,428,3,2630,Credit Card,62,1.0,Stanley Martinez,62,Female,0
38222,2022-06-29 02:00:38,Electronics,94,3,3845,PayPal,33,1.0,Jason Jones,33,Male,0
29064,2020-05-03 16:18:00,Electronics,409,2,4564,Credit Card,23,1.0,Brittany Lynch,23,Female,0
45418,2022-04-21 05:48:11,Home,464,2,4929,Credit Card,68,0.0,Latoya Brown,68,Female,0
44642,2020-12-01 20:53:16,Clothing,310,2,2361,PayPal,39,0.0,Mr. Casey White DDS,39,Female,0
23683,2023-01-31 04:53:34,Home,218,3,479,PayPal,47,0.0,Ashley Fisher,47,Male,0
22807,2022-02-06 09:47:14,Electronics,108,4,4107,PayPal,49,1.0,Brittany Sanders,49,Male,1
36088,2021-07-07 12:18:15,Electronics,481,1,3709,Credit Card,28,1.0,Stefanie Clark,28,Male,0
4044,2021-02-20 04:55:31,Books,99,1,3547,Credit Card,26,1.0,Tara Reyes,26,Female,0
23363,2021-05-21 01:29:36,Electronics,291,4,1478,PayPal,65,0.0,Angela Smith,65,Female,0
43731,2021-08-27 07:14:10,Clothing,356,3,3402,Credit Card,57,0.0,Connor Walton,57,Female,1
1881,2023-05-25 09:40:12,Home,301,3,1029,Credit Card,52,1.0,Erica Thompson,52,Female,1
3985,2023-07-29 07:06:24,Electronics,339,4,958,PayPal,49,0.0,Jasmine Anderson,49,Male,0
6516,2020-04-16 17:40:06,Electronics,175,4,4359,PayPal,64,0.0,Christopher Smith,64,Male,0
8053,2023-08-21 07:51:16,Home,340,2,3036,Credit Card,62,1.0,Tammy Harris,62,Female,0
37395,2020-11-16 16:14:28,Electronics,260,2,3357,Credit Card,29,,Randy Rivera,29,Male,0
13600,2023-04-09 23:11:43,Clothing,390,2,2866,Credit Card,62,,Brian Tate,62,Male,0
30380,2022-03-30 09:16:50,Electronics,235,3,3869,Cash,56,0.0,Sue Garrett,56,Male,1
33453,2022-12-31 22:05:05,Electronics,488,2,2269,Credit Card,68,0.0,Lindsay Edwards,68,Female,0
38087,2021-11-29 12:59:29,Electronics,227,4,2537,Credit Card,46,1.0,Amy Howell,46,Male,0
8228,2022-02-12 12:38:59,Home,181,4,3079,Cash,56,0.0,Annette Martinez,56,Female,1
46502,2023-07-20 02:34:20,Electronics,310,3,1463,PayPal,66,0.0,Keith Mccoy,66,Male,0
37982,2020-11-04 01:59:18,Electronics,185,3,2509,PayPal,53,,Laura James,53,Male,1
229,2022-10-18 21:11:13,Electronics,304,1,2504,PayPal,26,0.0,Richard Barron,26,Female,0
38979,2020-03-12 10:55:24,Clothing,288,2,4444,PayPal,40,,Robin Cobb,40,Male,1
725,2022-02-13 11:21:37,Books,483,5,911,Credit Card,22,,David Browning,22,Male,0
24352,2022-08-26 18:16:16,Electronics,340,2,1829,Cash,38,0.0,Morgan Sanders,38,Female,1
4752,2023-07-15 20:34:59,Electronics,146,3,1681,Credit Card,27,1.0,Timothy White,27,Female,0
7817,2021-02-06 02:12:46,Home,453,2,3530,Credit Card,54,0.0,Brooke Ramos,54,Male,0
17155,2021-06-16 04:12:42,Books,487,4,4320,Credit Card,33,1.0,James Rivera,33,Male,1
18229,2022-11-07 19:43:39,Electronics,106,1,1618,PayPal,64,1.0,Jennifer Benjamin,64,Female,0
24807,2020-03-16 04:27:20,Electronics,144,2,4254,Cash,49,0.0,Megan Martinez,49,Female,0
37088,2023-03-13 16:31:33,Books,28,3,1058,Cash,57,0.0,Benjamin Moreno,57,Male,0
2770,2023-04-21 09:52:30,Books,437,5,3094,Credit Card,62,,Jessica Hernandez,62,Male,0
36549,2023-02-28 03:58:16,Home,233,2,312,PayPal,52,1.0,Linda Chavez,52,Male,0
46963,2022-04-30 11:57:29,Home,76,1,882,PayPal,29,,Ashley Lopez,29,Male,1
48560,2022-03-31 21:42:28,Clothing,282,3,2588,PayPal,23,1.0,Karen Clark,23,Male,0
36617,2022-10-29 06:07:38,Home,81,3,3020,PayPal,40,1.0,Taylor Kaufman,40,Male,0
41310,2020-07-18 05:44:53,Books,490,1,4208,Cash,38,1.0,Dr. Benjamin Pugh,38,Female,1
15912,2023-07-16 02:00:21,Clothing,173,2,604,Credit Card,33,0.0,Rick Walton,33,Female,0
49177,2020-01-17 15:58:51,Clothing,465,2,2212,Cash,46,,William White,46,Male,0
28102,2022-01-19 20:26:52,Books,485,2,2700,Cash,20,,Norma Davis,20,Female,0
26121,2020-05-05 19:44:16,Electronics,464,1,302,PayPal,51,0.0,Phillip Padilla,51,Female,0
266,2020-09-28 00:54:44,Home,202,5,963,PayPal,31,1.0,Mrs. Heather Gibbs,31,Male,0
11938,2023-04-17 02:49:09,Home,232,4,4348,PayPal,20,1.0,Thomas Rivers,20,Male,1
13064,2021-01-11 07:29:41,Electronics,482,4,2372,Credit Card,58,0.0,Nicholas Miller,58,Female,0
14795,2020-11-23 23:19:43,Clothing,288,4,1731,Cash,37,1.0,Ricardo Potter,37,Female,0
46150,2023-08-12 21:20:53,Books,169,1,2439,Credit Card,69,0.0,Russell West,69,Male,0
18608,2022-07-16 15:55:42,Clothing,186,3,3673,Cash,28,0.0,Mary Rodgers,28,Female,0
3271,2022-01-27 15:51:18,Clothing,202,4,359,Cash,47,1.0,Charles Harris,47,Female,0
37753,2020-04-10 06:06:48,Books,446,5,127,Credit Card,19,0.0,Jason Stephens,19,Female,0
25111,2022-12-28 01:57:36,Clothing,455,5,3822,PayPal,37,1.0,Dillon Hicks,37,Female,0
45975,2022-01-15 06:55:35,Home,93,2,2974,PayPal,29,1.0,Taylor Moore,29,Male,0
37350,2023-02-06 04:26:44,Electronics,39,3,977,Cash,51,0.0,Shannon Vaughan,51,Male,0
27179,2023-03-09 21:31:20,Books,446,1,1256,Credit Card,57,0.0,Steven Davis,57,Male,0
5824,2021-04-21 08:14:48,Electronics,69,4,4764,Cash,50,,Susan Mcmillan,50,Female,0
21871,2020-09-30 04:29:11,Electronics,231,5,454,PayPal,62,0.0,Dustin Thomas,62,Female,0
16816,2021-09-16 14:00:00,Electronics,204,5,2335,Cash,43,,Charles Guzman,43,Female,0
25512,2020-09-26 22:25:11,Clothing,241,3,4026,PayPal,52,,Timothy Roberts,52,Male,0
41440,2022-11-01 12:38:19,Home,67,3,3331,PayPal,41,0.0,Nichole Martinez,41,Female,0
47524,2021-03-31 09:51:24,Electronics,328,1,2987,PayPal,62,0.0,Paul Green,62,Female,0
29242,2021-03-04 17:34:40,Home,261,2,3674,PayPal,53,1.0,Andrew Hughes,53,Male,0
15536,2022-10-02 20:12:42,Clothing,17,5,1870,PayPal,38,0.0,Jessica Ward,38,Female,0
46975,2022-05-11 17:09:54,Clothing,278,4,3292,PayPal,45,0.0,Steven Bryant,45,Male,0
40578,2021-10-29 02:09:39,Electronics,222,4,4437,PayPal,45,0.0,Jose Andrews,45,Female,0
25957,2023-04-21 03:15:37,Home,383,5,2247,PayPal,43,0.0,Melissa Ayala,43,Male,0
4135,2020-04-25 08:45:12,Books,25,2,2625,Credit Card,22,,Angel Foster,22,Female,0
35483,2023-01-24 17:17:50,Electronics,255,5,2998,Credit Card,35,1.0,Shawn Sherman,35,Male,0
6234,2022-03-27 12:27:01,Electronics,218,4,2369,PayPal,24,0.0,Robert Wilson,24,Male,0
32475,2022-06-08 12:57:11,Books,257,4,2459,Cash,36,1.0,Luis Henry,36,Female,1
20577,2020-09-05 15:08:09,Electronics,247,2,4358,Cash,29,,Brooke Kennedy,29,Male,0
19917,2021-10-27 16:25:14,Clothing,238,3,1760,Credit Card,34,,Joshua Davis,34,Male,1
48021,2023-01-19 08:07:33,Electronics,481,1,2608,Cash,47,1.0,Blake Rodriguez,47,Male,0
32870,2023-06-07 23:40:26,Clothing,480,2,3270,PayPal,47,1.0,Bradley Walter,47,Male,0
16717,2020-10-29 23:33:48,Clothing,314,2,4648,Cash,52,0.0,Amanda Young,52,Female,0
23772,2021-07-18 03:14:58,Clothing,330,2,3893,Credit Card,63,1.0,Barry Marshall,63,Male,1
43968,2021-04-17 06:31:13,Clothing,57,1,2182,Credit Card,50,1.0,Ricky Weber,50,Male,0
8660,2020-04-23 07:34:14,Electronics,426,3,1352,Credit Card,37,1.0,Willie Peterson,37,Male,0
9688,2022-08-31 01:48:19,Electronics,310,2,1538,Cash,64,0.0,Jessica Zuniga,64,Male,1
17558,2022-03-27 16:47:01,Electronics,478,2,3252,Cash,32,1.0,Rebecca Hull,32,Female,0
48871,2021-08-11 12:30:06,Books,405,5,1668,PayPal,42,,Nicole Watson,42,Female,1
31722,2022-07-08 14:29:53,Clothing,263,4,1926,Cash,69,,Jackie Porter,69,Male,0
46837,2023-08-07 01:06:55,Clothing,417,2,4553,Cash,34,,Brittany Clark,34,Male,0
15801,2020-06-01 20:19:43,Clothing,427,2,475,Credit Card,19,0.0,Alejandro Perez Jr.,19,Female,0
39341,2023-05-18 11:28:29,Clothing,278,4,3456,Cash,31,1.0,Mr. John Mcbride,31,Male,0
13227,2023-08-05 12:31:14,Home,339,5,1446,Credit Card,28,0.0,Heather Guzman,28,Male,1
44464,2021-04-16 03:58:25,Home,489,1,250,Credit Card,19,1.0,Robert Howard,19,Male,0
40062,2021-09-26 01:27:20,Clothing,370,2,4405,PayPal,57,1.0,Cathy Shepard,57,Female,0
9025,2020-12-09 10:38:27,Clothing,76,5,1149,Cash,62,0.0,Kelly Gomez,62,Female,0
14401,2020-10-15 09:52:01,Clothing,269,5,1886,Cash,47,1.0,Shelley Lucero,47,Male,0
10128,2023-08-26 06:35:00,Clothing,206,1,2609,PayPal,20,0.0,Leah Williams,20,Female,0
30607,2023-03-18 18:40:29,Books,359,3,4855,Credit Card,30,1.0,Anthony Johnson,30,Female,0
12479,2020-04-15 16:53:21,Home,163,1,2813,PayPal,21,1.0,Charles Sutton,21,Female,0
36700,2021-04-27 13:06:42,Clothing,96,3,1879,PayPal,28,1.0,Chelsea Peterson,28,Male,0
10143,2020-01-27 09:54:38,Clothing,236,1,2939,Cash,26,0.0,Joan Taylor,26,Female,0
31903,2023-07-22 15:37:14,Home,158,1,989,Cash,63,0.0,Jennifer Diaz,63,Male,1
37429,2023-08-25 15:14:10,Home,212,5,3404,Credit Card,38,0.0,Sarah Morgan,38,Male,0
32275,2020-10-23 19:07:36,Books,24,3,2502,Credit Card,30,0.0,Vanessa Patton,30,Female,0
8343,2022-01-10 13:58:18,Home,425,1,4234,PayPal,41,1.0,Michael James,41,Female,0
18573,2023-01-20 17:51:49,Home,375,1,4303,PayPal,63,0.0,Danielle Jones,63,Female,1
33720,2022-03-14 08:02:18,Home,339,1,1681,Cash,44,1.0,Amy Watson,44,Male,1
23532,2020-06-24 06:28:56,Electronics,443,2,4892,PayPal,21,0.0,David Taylor,21,Female,0
33071,2021-04-29 13:59:08,Electronics,354,4,436,Cash,30,0.0,Susan Hodge,30,Female,0
8929,2023-02-21 04:00:40,Home,197,3,638,Cash,27,1.0,Jordan Mcknight,27,Male,0
22856,2020-08-26 20:31:22,Clothing,379,2,1134,Cash,43,0.0,Eric Petersen,43,Male,0
25286,2021-12-03 11:06:46,Books,232,3,3055,Credit Card,19,0.0,Rachel Warren,19,Female,1
9731,2022-01-09 03:37:01,Home,379,2,3415,PayPal,25,,Luis Branch,25,Female,0
40216,2020-02-05 08:38:01,Home,445,2,3753,Cash,18,0.0,Robert Barnett,18,Female,0
8016,2021-01-13 06:00:19,Books,98,5,4499,Credit Card,41,1.0,Laura Thompson,41,Male,0
31643,2021-09-22 15:29:51,Clothing,400,3,3444,Cash,48,1.0,Colton Bailey,48,Female,0
13500,2020-07-06 14:24:42,Books,287,3,4230,Credit Card,67,1.0,Jeffrey Wilson,67,Female,0
46863,2022-10-12 03:42:20,Books,113,4,5049,Cash,32,1.0,Samantha Glenn,32,Male,0
12312,2020-08-14 08:34:40,Electronics,63,4,3291,PayPal,43,,Gina White,43,Male,1
24546,2021-01-13 08:43:51,Electronics,273,2,472,Credit Card,58,0.0,Ralph Gregory,58,Male,1
8185,2021-02-20 08:39:25,Clothing,371,5,3815,Credit Card,65,1.0,Maria Kaufman,65,Male,0
17264,2020-10-30 09:44:11,Books,293,1,5219,PayPal,70,,Austin Brown,70,Female,0
2461,2021-12-20 06:35:38,Electronics,474,1,3516,PayPal,33,,Amber Jackson,33,Male,0
31779,2020-09-27 21:21:57,Books,159,5,1845,PayPal,24,0.0,Holly Garcia,24,Male,0
8336,2020-01-21 11:05:01,Electronics,396,3,3838,PayPal,40,0.0,Daniel Peterson,40,Female,0
18732,2021-03-25 22:39:41,Home,262,4,2229,Cash,40,,Kimberly Smith,40,Female,0
37892,2020-11-03 11:09:36,Books,131,4,408,PayPal,23,1.0,Kimberly Hughes MD,23,Male,0
1757,2020-09-26 03:13:50,Books,415,3,1400,PayPal,33,,Darin Peterson,33,Female,0
26565,2020-03-31 13:09:22,Books,423,3,3224,PayPal,24,0.0,Anthony Barnes,24,Male,0
21673,2020-10-06 18:34:12,Home,280,5,4341,Credit Card,23,1.0,Amanda Baker,23,Male,0
14336,2020-08-09 23:59:10,Electronics,268,4,3015,PayPal,25,,Joanne Erickson,25,Male,0
19328,2021-03-08 11:50:12,Electronics,372,1,292,PayPal,51,1.0,Andre Horn,51,Male,0
7662,2020-12-21 09:02:02,Clothing,95,1,2167,Cash,58,,Joshua Bryant,58,Female,0
47943,2023-08-16 23:54:26,Clothing,120,2,3030,Credit Card,26,0.0,Sarah Nguyen,26,Male,0
23709,2020-10-21 14:37:26,Books,318,1,2047,Credit Card,18,,Samuel Marshall,18,Male,0
25580,2021-11-21 20:42:40,Electronics,172,2,2480,PayPal,26,,Vincent Barnes,26,Male,0
42230,2022-03-14 01:27:49,Books,380,3,1345,PayPal,30,1.0,Victoria Hughes,30,Female,0
5923,2022-04-06 13:10:11,Clothing,146,1,477,Credit Card,66,1.0,Victor Miller,66,Male,0
27234,2022-11-11 20:48:36,Home,77,4,3241,PayPal,54,0.0,Kristin Tyler,54,Female,0
38178,2022-02-13 00:50:31,Home,453,4,2242,Cash,51,0.0,Mrs. Veronica Roy,51,Female,1
37095,2020-10-13 05:27:03,Books,132,3,884,Credit Card,38,1.0,David Campbell,38,Female,0
9307,2021-09-18 21:28:38,Home,338,3,2821,PayPal,34,,Melinda Waller,34,Male,0
34268,2022-02-23 04:54:40,Home,378,5,3023,Credit Card,45,0.0,Karla Williams,45,Female,0
48166,2022-07-11 04:00:01,Home,130,4,3467,Cash,31,,Pamela Flores,31,Female,0
36240,2022-04-30 03:50:48,Books,138,5,4779,PayPal,51,1.0,Troy Rodriguez,51,Male,0
8144,2020-04-23 13:29:31,Books,161,2,5160,Cash,67,1.0,Emily Davis,67,Male,0
44791,2020-03-27 12:29:10,Clothing,180,1,2932,Cash,52,0.0,Jennifer Melton,52,Male,1
4143,2021-05-28 22:37:22,Books,177,4,4259,PayPal,26,1.0,Joanna Maldonado,26,Male,0
43002,2020-12-30 21:49:57,Home,135,5,1623,Cash,58,0.0,Kristina Miller,58,Female,0
10573,2023-05-29 23:22:43,Electronics,146,3,2206,Credit Card,58,1.0,William Schultz,58,Female,0
18492,2023-08-18 09:21:02,Electronics,251,5,2736,PayPal,47,1.0,Gabrielle Myers,47,Male,0
16451,2022-10-13 03:53:43,Books,377,2,4684,PayPal,34,1.0,John Pineda,34,Female,0
3137,2020-07-31 02:08:56,Books,342,1,1109,Cash,23,0.0,Daniel Francis,23,Male,0
40367,2023-03-18 23:34:57,Electronics,367,2,3663,Cash,66,0.0,Nathan Benitez DDS,66,Female,0
20506,2020-12-18 14:36:31,Electronics,324,2,3286,PayPal,51,,Kimberly Huang,51,Female,0
20825,2021-05-19 12:06:39,Electronics,288,5,3000,PayPal,59,0.0,Jason Levine,59,Female,1
25296,2023-06-12 13:04:24,Books,199,1,4080,Credit Card,65,,Christopher Andrews,65,Male,0
45534,2022-06-30 18:51:28,Clothing,446,1,3681,Credit Card,61,0.0,Laurie Hall,61,Male,1
36758,2020-11-14 12:51:31,Clothing,285,5,1556,PayPal,25,,Emily Bass,25,Female,1
25152,2023-03-26 01:49:46,Books,301,2,5148,Credit Card,39,1.0,Megan Hayes,39,Female,0
24016,2023-04-12 21:44:29,Electronics,230,1,2217,Credit Card,23,0.0,David Wolfe,23,Female,1
21948,2021-05-19 17:15:30,Home,105,3,2323,PayPal,44,,Kevin Hubbard,44,Male,0
48837,2023-06-08 10:04:49,Books,484,5,226,Cash,38,0.0,Billy Aguilar,38,Female,0
10589,2022-11-23 18:01:10,Books,122,1,2283,Cash,20,1.0,Victoria Summers,20,Male,0
19364,2023-01-27 20:03:21,Clothing,121,2,3750,Cash,49,,Kelli Trujillo,49,Male,0
6133,2020-01-13 11:17:51,Home,397,5,1764,PayPal,47,0.0,Stephanie Michael,47,Female,0
3436,2022-10-23 10:32:57,Clothing,289,4,3011,Cash,60,0.0,Shari Taylor,60,Male,0
8277,2021-06-16 02:13:31,Books,172,4,4477,Cash,18,1.0,Daniel Robinson,18,Female,0
979,2021-04-22 17:15:41,Clothing,177,1,3015,Cash,45,1.0,Mrs. Charlotte Jones MD,45,Male,0
16960,2021-06-25 19:33:41,Home,442,4,2321,Cash,33,1.0,Rachel Welch,33,Female,0
46560,2021-01-17 15:33:20,Home,465,5,5038,Cash,42,1.0,Douglas Graham,42,Female,1
43571,2022-09-25 17:27:16,Clothing,413,1,5033,PayPal,38,1.0,Christina Torres,38,Male,0
48428,2020-09-12 16:40:57,Clothing,430,2,556,Cash,65,0.0,Timothy Harrington,65,Female,0
38165,2021-08-19 20:05:10,Electronics,295,2,5140,PayPal,51,1.0,Dr. Seth Walters,51,Female,0
11965,2021-08-18 18:07:55,Electronics,347,1,658,PayPal,31,,Vincent Perry,31,Male,0
34838,2022-03-19 23:41:25,Books,359,4,898,Cash,61,1.0,Spencer Lopez,61,Female,0
33398,2020-01-07 08:57:51,Home,428,3,5049,Credit Card,27,0.0,Benjamin Weaver,27,Male,0
5748,2023-06-10 10:06:47,Clothing,26,5,1765,Cash,62,0.0,Sara Hardy,62,Male,0
29640,2021-12-18 21:46:07,Books,285,5,2720,Credit Card,40,,Donald Cook,40,Male,0
23006,2023-08-13 15:48:26,Books,227,2,2616,Credit Card,29,0.0,Maria Perez,29,Male,1
29145,2022-10-19 09:01:31,Books,231,4,3510,Cash,54,1.0,Andrew Jones,54,Male,1
40547,2021-09-16 02:01:13,Clothing,416,2,3400,PayPal,36,0.0,Deborah Odom,36,Male,0
45387,2022-12-09 20:02:39,Home,359,2,2460,Cash,50,1.0,Craig Ward,50,Female,0
33895,2021-06-18 23:23:35,Electronics,123,4,2067,Credit Card,23,,Laura Washington,23,Female,0
16873,2022-05-17 01:36:25,Books,63,5,1849,PayPal,41,,David Stewart,41,Male,0
1845,2020-10-07 07:18:26,Clothing,274,3,2657,PayPal,44,0.0,James Moody,44,Female,0
25833,2020-03-10 05:54:42,Electronics,196,4,2506,Cash,60,0.0,Fernando Tapia,60,Male,1
24847,2021-11-19 10:24:39,Clothing,128,4,4865,Cash,35,1.0,Christopher Frank,35,Female,0
29109,2023-08-14 16:17:29,Home,457,1,4054,PayPal,47,,Dr. Cristian Day,47,Male,0
31478,2023-02-16 20:00:44,Books,150,2,4397,Credit Card,44,0.0,Paige Castillo,44,Female,0
4434,2020-07-15 09:56:52,Electronics,335,4,1630,Cash,45,,Lisa Fernandez,45,Female,0
2862,2023-03-13 10:27:12,Books,439,1,3763,PayPal,46,,Mrs. Ashley Williamson,46,Female,0
31587,2021-09-17 15:16:46,Electronics,118,2,4181,Cash,20,1.0,Monique Fisher,20,Female,0
30344,2022-05-06 16:37:35,Electronics,24,3,3536,Credit Card,39,1.0,Victoria Scott,39,Female,0
44497,2023-09-03 00:43:42,Clothing,234,3,4636,Cash,49,,Ashley Nunez,49,Male,0
1694,2020-10-07 12:09:13,Electronics,481,5,4975,Credit Card,18,,Robert Blanchard,18,Female,0
49428,2020-03-11 16:57:07,Home,357,3,1408,Cash,48,0.0,John Lopez,48,Female,0
44236,2020-01-04 15:58:00,Home,377,2,358,Cash,21,,Dorothy Palmer,21,Female,0
5838,2023-09-04 03:13:35,Home,127,1,4121,Cash,34,0.0,Ashley Cook,34,Female,0
5210,2020-06-18 01:04:06,Books,154,3,1695,PayPal,55,1.0,Katherine Alexander,55,Male,0
23910,2022-03-08 18:31:44,Home,482,1,2358,PayPal,20,0.0,Lauren Powell,20,Female,0
1858,2020-08-27 06:01:51,Clothing,228,3,3510,Cash,37,0.0,Ronald Davis,37,Male,0
26230,2022-03-23 01:46:33,Electronics,84,1,4824,Cash,22,0.0,Mr. James Hudson,22,Female,1
19318,2020-06-19 00:46:34,Books,144,5,2333,Cash,59,,Vicki Sloan,59,Male,0
33379,2021-02-08 13:26:13,Home,299,1,2062,Cash,29,0.0,Theresa Anderson,29,Female,0
7143,2022-12-26 18:06:00,Electronics,169,2,5104,Credit Card,57,,Rebecca Zhang,57,Female,1
45120,2020-04-10 06:16:14,Clothing,408,5,4335,PayPal,30,1.0,Maria Nolan,30,Male,0
33064,2020-09-22 23:41:17,Electronics,336,1,1402,Cash,33,0.0,Marc Miller,33,Female,0
17564,2020-05-18 20:00:27,Home,213,5,426,Credit Card,44,0.0,Stephen Orozco,44,Male,1
14735,2022-03-30 15:09:56,Clothing,32,2,1291,Cash,28,1.0,Ronald Reed,28,Female,1
12603,2021-05-27 03:33:02,Books,379,4,3776,Cash,59,,Jack Vaughan,59,Female,0
46480,2022-05-03 12:06:25,Clothing,368,5,3399,Credit Card,61,1.0,Walter Deleon,61,Female,0
9781,2020-11-20 01:16:00,Clothing,41,1,2738,Cash,26,0.0,Randall Garrett,26,Male,0
16205,2020-05-22 22:54:18,Books,224,4,4795,Cash,23,0.0,Natalie Morris,23,Female,0
17325,2020-11-22 23:36:46,Clothing,96,4,1117,Credit Card,33,1.0,Monica Green,33,Female,0
36756,2022-12-23 20:22:02,Books,390,5,1485,Cash,67,1.0,Crystal Bailey,67,Female,0
39344,2023-04-21 20:24:21,Books,475,2,3377,PayPal,65,,Jeffrey Bailey,65,Male,0
8732,2021-12-03 19:42:18,Electronics,369,1,1874,PayPal,50,0.0,John Moore,50,Female,0
35884,2020-06-20 11:06:54,Books,56,1,3054,Credit Card,35,1.0,Latoya Marshall,35,Female,0
26495,2020-11-20 09:06:03,Books,176,5,4576,Cash,52,1.0,Caitlyn Cook,52,Male,0
19606,2021-07-16 06:54:54,Clothing,103,4,4474,Cash,46,0.0,Adam Robbins,46,Female,0
45453,2022-11-09 15:17:39,Clothing,48,4,2089,Cash,66,0.0,Steven King,66,Male,0
44968,2022-03-04 21:58:27,Books,242,1,4052,Credit Card,18,0.0,Larry Moon,18,Female,1
7153,2021-10-28 14:44:12,Electronics,163,2,1752,Credit Card,62,0.0,Brianna Perez,62,Male,0
4951,2022-08-13 05:00:48,Electronics,322,5,3901,Credit Card,53,1.0,Kimberly Sullivan,53,Female,0
37677,2022-08-29 12:40:14,Books,420,1,679,Cash,63,1.0,David Miller,63,Female,0
2097,2023-01-16 15:27:43,Clothing,229,3,1920,Credit Card,20,0.0,Justin Oneill,20,Female,0
26765,2020-09-17 20:43:15,Electronics,222,1,4098,Credit Card,32,,Ashley Hernandez,32,Male,0
5756,2023-02-14 09:06:47,Home,319,3,4667,PayPal,28,1.0,Sandra Macias,28,Male,0
25954,2020-11-28 22:19:38,Electronics,322,4,2939,Credit Card,28,0.0,Michael Mitchell,28,Male,0
32782,2020-11-14 04:22:59,Clothing,94,1,1042,Cash,21,1.0,Derrick Buchanan,21,Male,0
16644,2022-05-01 16:58:40,Books,64,5,3033,Credit Card,24,1.0,Olivia Rodriguez,24,Female,0
43304,2023-01-30 03:57:33,Home,290,5,1841,Credit Card,64,1.0,Ryan Sutton,64,Male,0
24501,2022-04-10 01:23:55,Clothing,64,3,2560,Credit Card,39,0.0,Alexis Moran,39,Female,1
20566,2022-09-27 00:36:43,Electronics,488,5,4760,Credit Card,22,0.0,Sandra Pham,22,Female,0
13030,2023-06-06 18:09:28,Books,289,2,1378,Credit Card,24,1.0,Jacqueline Reid,24,Male,1
18503,2021-08-20 18:36:20,Home,67,5,4426,Credit Card,43,1.0,Michael Oconnor,43,Male,1
